1	42283	42497	CHH
1	114020	114185	CHH
1	255804	255929	CG
1	329876	329912	CG
1	331299	331360	CG
1	332019	332048	CG
1	428043	428138	CG
1	462505	462539	CG
1	525047	525087	CG
1	526642	526676	CG
1	532407	532448	CG
1	663290	663369	CG
1	743827	743864	CG
1	772859	772965	"CG,CHH"
1	776506	776559	CG
1	1172633	1172771	CG
1	1192725	1192768	CG
1	1195118	1195551	CG
1	1195615	1195957	"CG,CHG"
1	1196794	1196916	"CHG,CHH"
1	1211851	1211888	CG
1	1268372	1268422	CG
1	1373682	1373710	CG
1	1393136	1393183	CG
1	1435722	1435777	CG
1	1457282	1457337	CG
1	1477834	1477879	CG
1	1480410	1480484	CG
1	1484461	1484485	CG
1	1485348	1485414	CG
1	1544414	1544473	"CG,CHG,CHH"
1	1671451	1671499	CG
1	1876353	1876772	CHG
1	1951122	1951176	CG
1	2029763	2029896	"CG,CHG"
1	2097379	2097428	CG
1	2157295	2157333	CG
1	2157332	2157654	CHG
1	2157822	2157897	CG
1	2158017	2158110	CHG
1	2208671	2208766	CG
1	2339764	2339908	"CHG,CHH"
1	2342403	2342477	CHG
1	2428346	2428393	CG
1	2430346	2430392	CG
1	2434558	2434601	CG
1	2461903	2462253	"CG,CHG"
1	2610437	2610607	CG
1	2907338	2907605	CG
1	2936232	2936283	CG
1	2966775	2966828	CG
1	2966827	2966871	CG
1	3033310	3033381	CG
1	3209200	3209245	CG
1	3224914	3224982	CG
1	3254590	3254672	CG
1	3276851	3276887	CG
1	3286329	3286381	CG
1	3345992	3346018	CHG
1	3346098	3346142	CG
1	3413253	3413558	CG
1	3502305	3502363	CG
1	3540233	3540299	CG
1	3564136	3564188	CG
1	3573011	3573176	CHG
1	3592273	3592293	CG
1	3592297	3592362	CG
1	3592966	3593028	CG
1	3598523	3598583	CG
1	3643748	3643776	CG
1	3683151	3683229	CG
1	3683687	3683735	CG
1	3694921	3694970	CG
1	3984573	3984660	CG
1	4024811	4024900	CG
1	4041832	4041898	CG
1	4046088	4046222	"CG,CHG"
1	4114147	4114314	CG
1	4156671	4156746	CG
1	4156803	4156846	CG
1	4273899	4274129	CG
1	4294099	4294199	CHH
1	4315787	4316031	CG
1	4323973	4324009	CG
1	4369110	4369139	CG
1	4509695	4509749	CG
1	4596825	4597164	"CG,CHG"
1	4643274	4643334	CG
1	4715111	4715184	CG
1	4738872	4738921	CHG
1	4777867	4777894	CG
1	4800441	4800502	CG
1	4800630	4800703	CG
1	4819388	4819459	CG
1	4831729	4831906	CG
1	4836286	4836344	CG
1	4836463	4836532	CG
1	4853230	4853314	CG
1	4853647	4853719	CG
1	4853719	4853788	CG
1	4857099	4857136	CG
1	4890390	4890457	CG
1	4898082	4898133	CG
1	4931899	4931987	CG
1	4966225	4966333	CG
1	4992591	4992907	CG
1	5062615	5062692	CG
1	5096458	5096502	CG
1	5102874	5102920	CG
1	5365661	5365731	"CG,CHG"
1	5378251	5378379	CG
1	5501467	5501541	CG
1	5519896	5519929	CG
1	5537636	5537690	CG
1	5650817	5650879	CG
1	5729345	5729409	CG
1	5762083	5762178	CG
1	5846702	5846729	CG
1	5961464	5961537	CHH
1	6014062	6014310	"CG,CHG"
1	6019397	6019449	CG
1	6069689	6069723	CG
1	6133292	6133329	CG
1	6211881	6212004	CG
1	6212078	6212130	CG
1	6258454	6258538	CG
1	6306562	6306723	CG
1	6306841	6306913	CG
1	6511584	6511937	"CG,CHG"
1	6522583	6522648	CG
1	6640309	6640384	CG
1	6676518	6676585	CG
1	6690686	6690740	CG
1	6710618	6710881	CG
1	6730506	6730543	CG
1	6915117	6915160	CG
1	6926976	6927119	CG
1	6948366	6948584	CG
1	6976612	6976672	"CG,CHG"
1	7028231	7028385	CG
1	7028730	7028936	CG
1	7035184	7035286	"CG,CHH"
1	7244523	7244556	CG
1	7251849	7251981	CHH
1	7268815	7268907	"CG,CHG,CHH"
1	7313501	7313643	"CHG,CHH"
1	7356283	7356359	CHG
1	7476291	7476324	CG
1	7502483	7502514	CG
1	7502623	7502661	CG
1	7510837	7510887	CG
1	7541116	7541445	CG
1	7604598	7604868	"CG,CHG"
1	7653584	7653622	CG
1	7675511	7675731	"CG,CHG"
1	7675765	7675904	CG
1	7747970	7748195	"CG,CHG"
1	7790504	7790546	CG
1	7818579	7818648	CG
1	7820646	7820722	CG
1	7927985	7928029	CG
1	7947115	7947231	CG
1	7981103	7981297	CG
1	7997201	7997245	CG
1	7997984	7998017	CG
1	8028370	8028402	CG
1	8031461	8031555	"CG,CHG,CHH"
1	8035587	8035838	CG
1	8052403	8052460	CG
1	8088814	8088865	CG
1	8089012	8089070	CG
1	8159805	8159938	CG
1	8199460	8199592	CG
1	8280908	8280954	CG
1	8320592	8320811	CG
1	8320810	8320879	"CG,CHH"
1	8340069	8340114	CG
1	8357006	8357051	CG
1	8433547	8433584	CG
1	8487878	8488025	CG
1	8495451	8495652	"CG,CHG"
1	8643566	8643810	CG
1	8663194	8663247	CG
1	8690294	8690432	CHH
1	8720502	8720548	CG
1	8721501	8721552	CG
1	8728930	8729112	CG
1	8841933	8841985	CG
1	8915363	8915561	"CG,CHG"
1	9081736	9082419	CG
1	9082441	9082713	CG
1	9106060	9106250	"CG,CHG"
1	9117276	9117491	CG
1	9175272	9175727	CG
1	9175727	9175789	CHH
1	9243537	9243589	CG
1	9251861	9251990	CG
1	9317342	9317753	CG
1	9317753	9317858	CG
1	9335252	9335399	CG
1	9353777	9353944	CG
1	9358023	9358278	CG
1	9450184	9450253	CG
1	9464886	9464992	"CG,CHG"
1	9497782	9497829	CG
1	9521072	9521179	CG
1	9546987	9547128	CG
1	9591161	9591279	CHG
1	9635588	9635756	CG
1	9639873	9639942	CG
1	9640555	9640596	CG
1	9708117	9708235	CHH
1	9708251	9708325	CHH
1	9727101	9727168	CG
1	9754439	9754619	CHG
1	9768768	9768838	CHG
1	9768997	9769077	CHG
1	9769176	9769359	CG
1	9778354	9778554	CG
1	9811809	9812307	CG
1	9820627	9820828	"CG,CHG"
1	9829317	9829497	CG
1	9852983	9853220	CG
1	9879780	9879872	CG
1	9882829	9883124	CG
1	9903935	9904021	"CG,CHG"
1	9908635	9908805	"CG,CHG"
1	9919173	9919349	CHH
1	9925130	9925591	CG
1	9925628	9925994	CG
1	9928913	9928980	CG
1	9937410	9937523	"CG,CHG"
1	9943003	9943058	CHG
1	9949110	9949140	CG
1	9962812	9962990	CHG
1	10007352	10007566	CG
1	10036781	10036817	CG
1	10037515	10037563	CG
1	10063673	10063883	"CG,CHG,CHH"
1	10082769	10082920	CG
1	10082991	10083080	CG
1	10087969	10088007	CG
1	10098680	10098717	CG
1	10102020	10102057	CG
1	10135159	10135214	CG
1	10136673	10136779	CG
1	10209444	10209499	CG
1	10221051	10221290	"CG,CHG"
1	10266384	10266429	CG
1	10284136	10284233	CG
1	10314974	10315124	"CHG,CHH"
1	10420817	10421112	"CG,CHG"
1	10544991	10545759	CG
1	10545813	10545960	"CG,CHG"
1	10545989	10546219	"CG,CHG"
1	10559861	10560017	CG
1	10570083	10570175	CG
1	10605028	10605167	"CG,CHG"
1	10660806	10661084	CG
1	10686440	10686469	CG
1	10742613	10742662	CG
1	10804848	10804893	CG
1	10805044	10805102	CG
1	10841431	10841484	CG
1	10841559	10841609	CG
1	10899195	10899263	CG
1	10921480	10921738	CG
1	10923870	10924047	CG
1	10924089	10924495	CG
1	10943209	10943295	CG
1	10971437	10971651	CG
1	10987355	10987401	CG
1	10987997	10988037	CG
1	10992391	10992417	CG
1	10992594	10992621	CG
1	11016164	11016472	CHG
1	11026901	11026957	CG
1	11040574	11040629	CG
1	11066683	11066741	"CG,CHG"
1	11066740	11067008	"CG,CHG"
1	11075321	11075464	"CG,CHG,CHH"
1	11089955	11090129	CG
1	11100730	11100841	CG
1	11125099	11125150	CG
1	11127627	11128608	CG
1	11134814	11134879	CG
1	11174054	11174312	CG
1	11184664	11184739	CG
1	11263140	11263185	CG
1	11273869	11273917	CG
1	11318975	11319031	CG
1	11326772	11326819	CG
1	11333926	11333981	CG
1	11333981	11334064	"CG,CHG,CHH"
1	11366613	11366881	CG
1	11367035	11367187	CG
1	11370886	11371026	CG
1	11378209	11378422	"CG,CHG"
1	11408119	11408671	CG
1	11451492	11451543	CG
1	11456974	11457067	"CG,CHG"
1	11457066	11457164	"CHG,CHH"
1	11458688	11458735	CG
1	11458816	11458918	CG
1	11468440	11468506	CHG
1	11468523	11468622	CG
1	11468625	11468688	CHG
1	11479078	11479213	"CG,CHG"
1	11505216	11505291	"CG,CHG,CHH"
1	11533936	11534005	CG
1	11534490	11534527	CG
1	11536737	11536873	"CG,CHG"
1	11536979	11537036	CHH
1	11537037	11537158	CG
1	11550416	11550574	"CHG,CHH"
1	11587491	11587528	CG
1	11592749	11592834	CHH
1	11609146	11609194	CG
1	11657507	11657542	CG
1	11675113	11675153	CG
1	11676140	11676181	CG
1	11678643	11678712	CG
1	11705132	11705353	CG
1	11705355	11705540	CG
1	11705580	11705599	CG
1	11741348	11741424	CG
1	11798276	11798308	CG
1	11834010	11834191	CG
1	11838673	11839109	CG
1	11840449	11840587	CG
1	11875259	11875294	CG
1	11928273	11928377	CG
1	11935037	11935187	"CG,CHH"
1	11935480	11935695	CG
1	11985106	11985254	CG
1	12078513	12078723	CG
1	12079069	12079172	"CG,CHG"
1	12097164	12097395	CG
1	12121376	12121431	CG
1	12160226	12162165	CG
1	12166517	12166612	CG
1	12167189	12167309	CG
1	12209610	12209705	CHG
1	12211938	12211998	CG
1	12225617	12225738	CG
1	12243795	12243857	CG
1	12248900	12249036	"CG,CHG"
1	12250158	12250297	"CG,CHG"
1	12251788	12251937	CG
1	12282250	12282358	CHH
1	12292550	12292570	CG
1	12347143	12347241	CG
1	12361562	12361804	CG
1	12376507	12376620	CG
1	12380026	12380124	CG
1	12380123	12380179	CG
1	12387321	12387471	"CG,CHG"
1	12392731	12392844	CG
1	12425586	12425710	"CG,CHG"
1	12435390	12435476	"CG,CHG"
1	12440187	12440331	CG
1	12447353	12447906	"CG,CHG"
1	12447911	12448069	CG
1	12471293	12471642	"CG,CHG"
1	12501745	12502277	CG
1	12525274	12525583	CHG
1	12530175	12530350	CG
1	12556332	12556421	CHH
1	12561665	12561937	CG
1	12575975	12576157	CG
1	12578017	12578086	CHH
1	12601937	12602056	CG
1	12606684	12606742	CG
1	12638042	12638085	CG
1	12653228	12653259	CHH
1	12655459	12655504	CG
1	12687308	12687393	CG
1	12692226	12692521	CHG
1	12734915	12735160	CG
1	12750879	12750975	"CHG,CHH"
1	12765230	12765266	CG
1	12849831	12849941	CG
1	12872416	12872518	CHG
1	12907654	12907704	CHH
1	12918856	12918979	CG
1	12960402	12960532	CHG
1	12977283	12977369	"CG,CHG"
1	12982331	12982386	CG
1	12994511	12994574	CG
1	12995699	12995971	CG
1	13018503	13018863	CG
1	13023886	13024023	CHG
1	13031388	13031453	CHH
1	13033911	13034035	CHG
1	13050650	13050763	CG
1	13050763	13050836	"CG,CHG"
1	13065691	13065951	CG
1	13067235	13067611	CG
1	13067809	13068102	CHG
1	13068614	13068910	CG
1	13070887	13070910	CG
1	13080220	13080253	CG
1	13096720	13096780	CG
1	13104690	13104853	CG
1	13104853	13104925	CG
1	13159361	13159474	CG
1	13165624	13165828	"CG,CHG"
1	13167924	13168249	CG
1	13282366	13282468	CG
1	13318530	13318595	CG
1	13339737	13339882	CG
1	13345510	13345775	CHG
1	13353183	13353344	CG
1	13353652	13354099	CG
1	13357575	13357778	CG
1	13430246	13430341	CHH
1	13463300	13463358	CG
1	13634067	13634327	CHG
1	13636072	13636351	CG
1	13675939	13676026	"CG,CHG"
1	13685779	13686027	"CG,CHG,CHH"
1	13688062	13688112	"CG,CHG"
1	13710512	13710586	CHG
1	13748664	13748751	CG
1	13837682	13838017	CG
1	13839668	13840078	CHG
1	13854253	13854436	CG
1	13867064	13867332	CHG
1	13882437	13882611	CG
1	13979224	13979258	CHH
1	13979333	13979381	CHH
1	14004871	14005156	CG
1	14008017	14008250	CG
1	14011214	14011341	CG
1	14024592	14024763	CHG
1	14132715	14132793	CG
1	14164654	14164997	CG
1	15609740	15610101	CG
1	15644142	15644535	"CG,CHG"
1	15644549	15644742	CHG
1	15688125	15688408	"CG,CHG"
1	15894701	15894881	CG
1	15925220	15925339	CG
1	15932539	15932774	CG
1	15942610	15942776	CG
1	15949451	15949724	CG
1	15974098	15974187	CG
1	15980765	15980922	CHH
1	16106446	16106883	CG
1	16117160	16117360	CG
1	16133933	16133984	CG
1	16134045	16134139	CHH
1	16134169	16134268	CG
1	16135057	16135125	CG
1	16136104	16136189	CG
1	16141514	16141561	CG
1	16150175	16150471	CHG
1	16157237	16157368	CHG
1	16160325	16160419	"CHG,CHH"
1	16233401	16233510	CG
1	16236644	16236703	CG
1	16264302	16264375	CG
1	16317825	16318473	CG
1	16344005	16344522	CG
1	16397724	16397873	CHG
1	16401024	16401246	"CG,CHG"
1	16420930	16421067	CHG
1	16421066	16421434	CHG
1	16426004	16426140	CG
1	16430594	16430902	CG
1	16470235	16470296	CG
1	16474086	16474202	CHG
1	16483878	16483947	"CG,CHG"
1	16579847	16579923	"CHG,CHH"
1	16579990	16580114	CG
1	16605746	16605846	CHH
1	16656800	16656854	CG
1	16658319	16658370	"CHG,CHH"
1	16659583	16659609	"CG,CHG,CHH"
1	16659612	16659649	"CHG,CHH"
1	16666969	16667254	CG
1	16673554	16673654	CG
1	16688044	16688092	CHG
1	16705578	16705657	CG
1	16705708	16705944	CG
1	16710808	16711261	CHG
1	16715616	16715669	"CG,CHG"
1	16719415	16719505	"CG,CHH"
1	16751690	16751796	CG
1	16755837	16756111	CG
1	16759030	16759362	CG
1	16759379	16759637	"CG,CHG"
1	16771813	16772152	CG
1	16773907	16774051	"CG,CHG"
1	16774291	16774472	"CHG,CHH"
1	16780692	16780724	CG
1	16797349	16797393	CG
1	16797543	16797573	CG
1	16842798	16843181	CHH
1	16844545	16844629	CG
1	16844633	16844823	CG
1	16848690	16848735	CG
1	16867673	16867734	CG
1	16894303	16894354	CG
1	16894925	16894978	CG
1	16914362	16914399	CG
1	16936128	16936200	CHH
1	16982467	16982527	CG
1	16982741	16982791	CG
1	16984893	16985044	CG
1	16990115	16990354	CG
1	17007362	17007412	CHH
1	17007478	17007967	CG
1	17074454	17074557	CG
1	17156634	17156671	CG
1	17158558	17158605	CG
1	17158824	17158863	CG
1	17160996	17161033	CG
1	17182859	17182903	CG
1	17188620	17188796	CG
1	17190910	17191019	"CG,CHG"
1	17201032	17201516	CG
1	17217582	17217669	"CHG,CHH"
1	17228959	17229042	"CG,CHG"
1	17278477	17278712	CHG
1	17287931	17288124	"CG,CHG"
1	17289280	17289344	CHH
1	17293224	17293345	CG
1	17299768	17299904	"CG,CHG"
1	17299905	17300022	"CG,CHG"
1	17300036	17300378	CG
1	17327786	17327834	CG
1	17368678	17368757	CG
1	17381094	17381283	CG
1	17386925	17387080	CG
1	17391161	17391252	CG
1	17418171	17418281	CG
1	17419019	17419061	CG
1	17449642	17449881	CHG
1	17455077	17455165	"CG,CHG,CHH"
1	17512564	17513064	CHG
1	17554645	17554882	"CG,CHG"
1	17555169	17555233	CHH
1	17555724	17555868	CHG
1	17560853	17560986	CG
1	17561533	17561613	CG
1	17565160	17565509	CG
1	17565878	17566103	"CG,CHG"
1	17572458	17572559	CG
1	17572975	17573135	CG
1	17607663	17607765	"CG,CHG"
1	17624347	17624536	CG
1	17640300	17640377	CG
1	17655606	17655882	CHG
1	17656062	17656316	CG
1	17667615	17668034	CG
1	17681228	17681358	CG
1	17695908	17695947	"CG,CHG"
1	17715269	17715459	CHG
1	17758815	17759432	CG
1	17898870	17898994	"CG,CHG"
1	17944804	17944897	CG
1	17955526	17955571	CG
1	17979918	17980072	CG
1	17980114	17980163	CG
1	17980197	17980281	"CG,CHG"
1	18019267	18019340	"CG,CHG"
1	18021576	18021701	CHG
1	18022010	18022184	CHG
1	18022184	18022339	CG
1	18038160	18038258	CHG
1	18044069	18044112	CG
1	18049903	18049960	CG
1	18049992	18050111	"CG,CHG"
1	18053302	18053452	CG
1	18053452	18053683	CG
1	18053682	18053774	CG
1	18056180	18056287	CG
1	18064582	18064624	CG
1	18089579	18090220	CG
1	18103867	18103907	CG
1	18192024	18192118	CG
1	18228724	18228797	CHG
1	18228908	18228988	CG
1	18228991	18229068	CG
1	18282152	18282416	CG
1	18282663	18282892	CG
1	18293326	18293393	CG
1	18297717	18297827	"CG,CHG"
1	18332848	18332922	CG
1	18334275	18334354	CG
1	18433740	18433869	CG
1	18447491	18447659	"CG,CHG"
1	18447658	18447870	CG
1	18447950	18448162	"CG,CHG"
1	18448296	18448789	CG
1	18456666	18456725	CG
1	18457777	18457967	"CG,CHG"
1	18458146	18458252	CG
1	18551445	18551529	CG
1	18565891	18565950	CG
1	18603476	18603772	CG
1	18636933	18637015	CG
1	18640336	18640430	CG
1	18644510	18644708	CG
1	18644740	18644856	CG
1	18644858	18644933	CG
1	18657796	18657911	CHG
1	18658104	18658174	"CG,CHG"
1	18682474	18682529	CG
1	18698751	18698985	CG
1	18699541	18699606	CG
1	18794272	18794375	CG
1	18805431	18805646	CHG
1	18810824	18810862	CG
1	18883810	18883878	CG
1	18892631	18892897	CG
1	18907810	18907950	CHG
1	18908075	18908170	"CG,CHG"
1	18931513	18931690	CG
1	18946619	18946759	"CG,CHG"
1	18946899	18946960	"CG,CHG"
1	18988532	18988588	CG
1	18988851	18988913	CG
1	18989016	18989093	CG
1	18989445	18989489	CHH
1	19006393	19006517	CG
1	19013159	19013487	CG
1	19026541	19026793	CG
1	19060320	19060367	CG
1	19063781	19063993	CHG
1	19069358	19069414	CG
1	19089526	19089673	"CG,CHG"
1	19106382	19106499	"CG,CHG"
1	19112147	19112262	CHG
1	19148628	19148759	CG
1	19203582	19203662	"CHG,CHH"
1	19203663	19203694	CHH
1	19203692	19203755	"CG,CHG"
1	19216527	19216583	CG
1	19216638	19216709	CG
1	19217664	19217724	CG
1	19226728	19226878	CG
1	19233763	19233882	CG
1	19236546	19236705	CHH
1	19244333	19244404	CG
1	19361605	19361703	CG
1	19388470	19388565	CG
1	19403567	19403872	CG
1	19430602	19430664	"CG,CHG,CHH"
1	19430670	19431008	CG
1	19524837	19524904	CG
1	19526675	19526887	"CG,CHG,CHH"
1	19584854	19584892	CG
1	19614349	19614401	CG
1	19636451	19636531	CG
1	19660171	19660232	CG
1	19660611	19660647	CG
1	19700408	19700946	CG
1	19721042	19721136	"CG,CHG,CHH"
1	19727873	19728124	"CG,CHG"
1	19728204	19728465	CG
1	19730014	19730466	CG
1	19749700	19749862	CHH
